news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,recommendations,title,language,article_length,number_subheaders,forbidden_pattern
stern,https://www.stern.de/panorama/weltgeschehen/grossbritannien--39-tote-in-lastwagen-container-entdeckt-8966802.html,"['flüchtl', 'migrant']",23.10.2019,23.10.2019,25.11.2020,[],"['rw', 'DPA']",[],"['www.stern.dehttps://www.stern.de/kultur/musik/-fairytale-of-new-york---bbc-zensiert-weihnachtsklassiker-der-pogues-9499096.html', 'www.stern.dehttps://www.stern.de/familie/kinder/geburt-unter-covid-19--corona-infizierte-frau-im-koma-bekommt-zwillinge-9497828.html', 'www.stern.dehttps://www.stern.de/politik/ausland/china--britischer-diplomat-rettet-maedchen-vor-dem-ertrinken--video--9495580.html', 'www.stern.dehttps://www.stern.de/sport/formel1/lewis-hamilton-so-erfolgreich-wie-michael-schumacher---die-pressestimmen-9492968.html', 'www.stern.dehttps://www.stern.de/politik/ausland/boris-johnson-nach-kontakt-zu-corona-infiziertem-in-selbstisolation-9492892.html']",Grausiger Fund: 39 Tote in Lastwagen-Container in England entdeckt,de,3785,2,False
stern,https://www.stern.de/politik/ausland/kommen-bald-wieder-so-viele-fluechtlinge-nach-deutschland-wie-2015--9166638.html,"['asyl', 'migrant', 'flüchtl', 'geflücht', 'migration']",02.03.2020,02.03.2020,24.11.2020,[],"['tkr', 'Michel Winde', 'Martina Herzog', 'DPA']",[],"['www.stern.dehttps://www.stern.de/stiftung/stiftung-stern--nach-verheerender-explosion--klinik-in-beirut-erhaelt-50-000-euro-9080152.html', 'www.stern.dehttps://www.stern.de/panorama/landsleute-von-lucas-vogelsang--tugba-tekkal---sechs-schwestern--vier-brueder--zwei-leben-9493054.html', 'www.stern.dehttps://www.stern.de/panorama/kanaren--tausende-fluechtlinge-kampieren-auf-den-inseln-9487790.html', 'www.stern.dehttps://www.stern.de/panorama/gewinner-der-herzen--zu-besuch-bei-hanseatic-help-9416024.html', 'www.stern.dehttps://www.stern.de/politik/die-morgenlage--trump-verspricht-kostenlose-corona-behandlung-mit-antikoerper-mitteln-9444210.html']",Droht eine neue Flüchtlingskrise?,de,8677,8,False
stern,https://www.stern.de/politik/ausland/marco-minniti---was-in-libyen-passiert--ist-entscheidend-fuer-europas-sicherheit--9418148.html,"['flüchtl', 'migration']",17.09.2020,17.09.2020,23.11.2020,[],[],[],"['www.stern.dehttps://www.stern.de/politik/ausland/massengrab-mittelmeer--so--liebe-eu--geht-das-nicht-7522782.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/so-soll-der-tod-von-anis-amri-abgelaufen-sein-7253624.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/coronavirus--alles-deutet-auf-einen-laengeren-teil-lockdown---lockerungen-zu-weihnachten--9500752.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/tillack/', 'www.stern.dehttps://www.stern.de/politik/ausland/neue-juristische-niederlage-fuer-donald-trump-in-pennsylvania---doch-die-schlacht-um-georgia-gibt-er-noch-nicht-verloren-9500756.html']","Marco Minniti: ""Was in Libyen passiert, ist entscheidend für Europas Sicherheit""",de,2645,1,False
stern,https://www.stern.de/politik/ausland/eskalation-an-belarus-grenze--polen-setzt-wasserwerfer-gegen-migranten-ein-30929056.html,['migrant'],16.11.2021,16.11.2021,11.01.2022,[],"['les', 'DPA']",[],[],Neue Eskalationsstufe: Polen setzt Wasserwerfer ein – Migranten werfen mit Steinen,de,2300,1,False
stern,https://www.stern.de/wirtschaft/news/coronavirus--erntehelferportal-wird-ueberrannt--asylbewerber-koennten-mitarbeiten-9197758.html,['asyl'],25.03.2020,27.03.2020,25.11.2020,[],"['km', '<br', '>', 'AFP']",[],"['www.stern.dehttps://www.stern.de/gesundheit/news-zum-coronavirus--rki-meldet-neuen-hoechstwert--410-corona-todesfaelle-binnen-24-stunden-9501172.html', 'www.stern.dehttps://www.stern.de/gesundheit/corona-daten--inzidenz--r-wert--infizierte-9309616.html', 'www.stern.dehttps://www.stern.de/gesundheit/gesundheitsnews/corona-aktuell--neuer-hoechstwert---410-corona-todesfaelle-binnen-24-stunden-9504920.html', 'www.stern.dehttps://www.stern.de/sport/sportwelt/janik-moeser--eishockey-profi-leidet-nach-corona-an-herzmuskelentzuendung-9503116.html', 'www.stern.dehttps://www.stern.de/gesundheit/news-im-video--so-verbreitet-sich-das-coronavirus-in-deutschland-9262114.html']","Julia Klöckner: Erntehelfer-Portal wird ""überrannt"" – Arbeitsverbot für Asylbewerber auf der Kippe",de,2691,1,False
stern,https://www.stern.de/politik/deutschland/afd-frau-fragt-baerbock-nach-migranten---die-antwortet-eindrucksvoll-30749636.html,"['migrant', 'flüchtl', 'migration', 'zuwander', 'einwander', 'asyl']",17.09.2021,05.11.2021,11.01.2022,[],['dho'],[],[],"Annalena Baerbock weist AfD-Fragestellerin entschieden zurecht: ""Menschenrechte sind unteilbar""",de,4598,3,False
stern,https://www.stern.de/politik/deutschland/carola-rackete--sea-watch-kapitaenin-kritisiert-horst-seehofer-8786490.html,"['flüchtl', 'migration', 'migrant']",05.07.2019,05.07.2019,25.11.2020,[],"['dho', 'DPA', 'AFP']",[],"['www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-heute--islands-regierungschefin-von-erdbeben-ueberrascht-9458894.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/der-bh----immer-noch--ein-zeichen-der-unterdrueckung--9369602.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/seenotretterin-rackete-kritisiert--strukturellen-rassismus-der-europaeischen-behoerden--9317926.html', 'www.stern.dehttps://www.stern.de/digital/online/-wirhabenplatz--streit-auf-twitter---haben-wir-nun-platz-oder-nicht--9168944.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news--banksys-affen-gemaelde-fuer-elf-millionen-euro-verkauft-8937562.html']","Sea-Watch-Kapitänin Carola Rackete klagt an: Seehofer hatte ""keine Lust"" zu helfen",de,2988,3,False
stern,https://www.stern.de/politik/ausland/alexander-lukaschenko--seine-ziele-legt-der-kreml-offen--30914044.html,"['flüchtl', 'migration', 'migrant']",11.11.2021,12.11.2021,10.01.2022,['Ellen Ivits'],[],[],[],Künstliche Migrationskrise erschaffen,de,6768,3,False
stern,https://www.stern.de/panorama/stern-crime/schweden--banden--bomben-und-ballereien-im-bullerbue-land-9001704.html,"['einwander', 'migration', 'migrant']",15.11.2019,18.11.2019,25.11.2020,['Rune Weichert'],[],[],"['www.stern.dehttps://www.stern.de/politik/quotenfrauen/allbright-geschaeftsfuehrerin-wiebke-ankersen--darum-hinkt-deutschland-bei-der-gleichstellung-hinterher-9494648.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/-viking-grace---amateurvideo-zeigt---ostsee-faehre--auf-grund-gelaufen-9500916.html', 'www.stern.dehttps://www.stern.de/gesundheit/schwedens-infektions-zahlen-steigen--trotz-oder-wegen-des-sonderwegs--9472472.html', 'www.stern.dehttps://www.stern.de/wirtschaft/news/amazon--peinliche-fehler-beim-launch-der-schwedisch-sprachigen-website-9471850.html', 'www.stern.dehttps://www.stern.de/panorama/gesellschaft/daenemark---sonst-ruiniere-ich-deine-karriere----metoo-debatte-erfasst-das-land-9453016.html']","Banden, Bomben und Ballerei: Wie kriminelle Gangs von Malmö Besitz ergreifen",de,12364,10,False
stern,https://www.stern.de/kultur/micky-beisenherz/micky-beisenherrz-ueber-die-morde-von-hanau-und-die-hamburg-wahl-9154194.html,"['ausländer', 'migration']",24.02.2020,24.02.2020,24.11.2020,[],[],[],"['www.stern.dehttps://www.stern.de/politik/ausland/trump-abgewaehlt--rechte-kraefte-straucheln---ist-der-populismus-am-ende--9484890.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-von-heute--ramelow-fuehlt-sich-von--querdenken--bewegung-bedroht-9479612.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/einreise-des-nizza-attentaeters---streit-zwischen-hilfsorganisation-sea-eye-und-afd-politiker-9474814.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/afd-will-mit-kampagne-gegen--corona-diktatur--neue-waehler-locken-9473210.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/das-irrlichtern-der-afd-in-der-corona-debatte-9471782.html']",Nach Hanau und Hamburg: über den Umgang mit Worten und Taten,de,5223,2,False
stern,https://www.stern.de/plus/gesellschaft/fluechtlinge-in-kroatien--sie-werden-bestohlen--verpruegelt-und-verschleppt-9519222.html,"['migrant', 'flüchtl', 'migration', 'geflücht', 'asyl']",16.12.2020,07.04.2021,12.01.2022,['Andrea Ritter'],[],[],[],"Sie werden bestohlen, verprügelt und verschleppt – auch in unserem Namen",de,16975,8,False
stern,https://www.stern.de/politik/15-deutsche-mit-ziviler-maschine-aus-afghanistan-evakuiert-30728946.html,"['ausländer', 'flüchtl']",10.09.2021,10.09.2021,10.01.2022,[],"['cl', 'AFP']",[],[],110 Passagiere an Bord der ersten zivilen Evakuierungsmaschine aus Kabul – auch 15 Deutsche ausgeflogen,de,4371,2,False
stern,https://www.stern.de/panorama/stern-crime/bka-stellt-lagebild-zur-clan-kriminalitaet-in-deutschland-vor-8921076.html,"['flüchtl', 'ausländer', 'asyl', 'zuwander']",24.09.2019,24.09.2019,24.11.2020,[],"['tkr', 'Anne-Beatrice Clasmann', 'DPA']",[],"['www.stern.dehttps://www.stern.de/digital/online/gigantischer-schlag-gegen-kriminalitaet-im-darknet--170-verhaftungen-wegen-drogen-und-waffen-9426192.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/morgenlage--grossrazzia-wegen-illegaler-leiharbeit-in-fleischbranche--9425350.html', 'www.stern.dehttps://www.stern.de/panorama/stern-crime/maddie-mccann--13-jahre-vermisst---die-chronologie-einer-suche-7433278.html', 'www.stern.dehttps://www.stern.de/panorama/stern-crime/madeleine-mccann--staatsanwaltschaft-spricht-von-sachbeweisen-fuer-ihren-tod--9424314.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-von-heute--bundestag-beschliesst-milliardenschwere-entlastung-der-kommunen--9418882.html']",Wie kriminelle Clans in Deutschland ihr Geld verdienen und wo sie am aktivsten sind,de,5318,4,False
stern,https://www.stern.de/sport/olympia/paralympics/paralympics--bayern-star-schreibt-emotionalen-brief-an-refugees-team-30678706.html,"['flüchtl', 'refug', 'geflücht']",24.08.2021,24.08.2021,10.01.2022,[],['tvm'],[],[],Bayern-Star Alphonso Davies schreibt emotionalen Brief an Paralympics-Sportler,de,1733,0,False
stern,https://www.stern.de/politik/deutschland/morde-in-hanau--manche-muslime-fuehlen-sich-im-stich-gelassen--9151636.html,"['ausländer', 'migration']",22.02.2020,22.02.2020,25.11.2020,[],[],[],"['www.stern.dehttps://www.stern.de/panorama/gesellschaft/-meinestimmegegenhass--initiative-erinnert-an-opfer-rechter-gewalt-9443786.html', 'www.stern.dehttps://www.stern.de/panorama/stern-crime/hanau--mutmassliche-sekten-chefin-wegen-mordes-verurteilt-9428724.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-des-wochenendes---auto-stuerzt-60-meter-in-die-tiefe---ein-mann-stirbt-9386062.html', 'www.stern.dehttps://www.stern.de/familie/tiere/teacup-hunde--instagram-trend-auf-kosten-des-tierwohls--9295454.html', 'www.stern.dehttps://www.stern.de/panorama/gesellschaft/berliner-u-bahn--graffito-erinnert-an-die-opfer-rechten-terrors-9264436.html']",Zwischen Trauer und Trotz: Manche Muslime fühlen sich im Stich gelassen,de,6863,4,False
stern,https://www.stern.de/politik/deutschland/die-morgenlage--polizei-stoppt-massenschlaegerei-von-40-jugendlichen-9250282.html,"['geflücht', 'migrant']",06.05.2020,14.05.2020,24.11.2020,[],"['DPA', 'AFP']",[],"['www.stern.dehttps://www.stern.de/politik/die-morgenlage--joe-biden-will-wohl-antony-blinken-zum-aussenminister-machen-9501180.html', 'www.stern.dehttps://www.stern.de/politik/die-morgenlage--biden-schlaegt-scharfe-toene-gegenueber-trump-an---empoerend--9498556.html', 'www.stern.dehttps://www.stern.de/panorama/die-morgenlage--rki-meldet-wieder-mehr-als-20-000-coronavirus-neuinfektionen-9497208.html', 'www.stern.dehttps://www.stern.de/politik/die-morgenlage--trump-forciert-truppenabzug-aus-afghanistan-und-irak-9495788.html', 'www.stern.dehttps://www.stern.de/politik/die-morgenlage--schulen-und-laeden-zu---oesterreich-startet-in-den-lockdown-9494228.html']",Polizei stoppt Massenschlägerei von 40 Jugendlichen,de,7201,9,False
stern,https://www.stern.de/politik/ausland/tuerkei-laesst-migranten-richtung-eu-durch--frontex-setzt-alarmstufe-auf--hoch--9165348.html,"['flüchtl', 'asyl', 'migration', 'migrant']",01.03.2020,01.03.2020,24.11.2020,[],"['rw', 'DPA']",[],"['www.stern.dehttps://www.stern.de/sport/formel1/lewis-hamilton-so-erfolgreich-wie-michael-schumacher---die-pressestimmen-9492968.html', 'www.stern.dehttps://www.stern.de/reise/europa/nicosia-international-airport--so-verkommt-zyperns-geisterflughafen-7927862.html', 'www.stern.dehttps://www.stern.de/kultur/musik/system-of-a-down-veroeffentlichen-erste-neue-songs-seit-15-jahren---mit-ernstem-hintergrund-9482758.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/belarus--300-festnahmen-bei-protesten-gegen-lukaschenko-9476590.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-im-video--tuerkei---erdbeben-opfer-bedankt-sich-bei-retter-9475144.html']","Türkei lässt Migranten durch: EU-Grenzschutz setzt Alarmstufe auf ""hoch""",de,5706,3,False
stern,https://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-moria--die-bundesregierung-und-die-eu-9411804.html,"['flüchtl', 'geflücht']",11.09.2020,14.09.2020,24.11.2020,[],[],[],"['www.stern.dehttps://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-karl-josef-laumann--gesundheitsminister-in-nrw-9494628.html', 'www.stern.dehttps://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-die-eigene-gesundheit-und-den-tod-9482092.html', 'www.stern.dehttps://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-die-us-wahl--vote-und-elend-9476882.html', 'www.stern.dehttps://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-steigende-corona-infektionen-in-deutschland-9466958.html', 'www.stern.dehttps://www.stern.de/kultur/micky-beisenherz/micky-beisenherz-ueber-corona--den-wendler-und-verschwoerungstheorien-9463866.html']",Auch unsere Menschlichkeit hat Grenzen,de,3886,2,False
stern,https://www.stern.de/politik/ausland/erdogan-plant-militaeroffensive-in-nordsyrien---usa-ziehen-truppen-ab-8941862.html,['flüchtl'],07.10.2019,07.10.2019,24.11.2020,[],"['mik', 'DPA', 'AFP']",[],"['www.stern.dehttps://www.stern.de/kultur/diskuthek-podcast--kurdin-vs--tuerke--woher-kommt-der-hass--9242108.html', 'www.stern.dehttps://www.stern.de/politik/ausland/news-im-video--idlib----so-geht-es-den-menschen-in-der-syrischen-stadt-9169792.html', 'www.stern.dehttps://www.stern.de/video/akk-ueber-lesbos--fluechtlinge-und-putin---wissen-genau--was-russland-in-syrien-tut--9169716.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/norbert-roettgen-zum-stern---ohne-russlands-kriegspolitik-muessten-die-menschen-nicht-fliehen--9166368.html', 'www.stern.dehttps://www.stern.de/sport/fussball/pro-kurdisches-plakat-von-fans--fc-st--pauli-droht-strafe-vom-dfb--9091870.html']",Erdogan plant Militäroffensive in Nordsyrien – USA ziehen Truppen ab,de,3894,3,False
stern,https://www.stern.de/panorama/wien--dritter-verdaechtiger-nach-tod-von-13-jaehriger-gefasst-30598420.html,"['migrant', 'migration', 'asyl']",01.07.2021,02.07.2021,12.01.2022,[],"['stz', 'DPA']",[],[],Dritter Verdächtiger nach Tod einer 13-Jährigen in Wien gefasst,de,1965,1,False
stern,https://www.stern.de/politik/deutschland/rechtsextremismus--die-plaene-der-mutmasslichen-terrorgruppe-9141472.html,"['flüchtl', 'asyl', 'migration']",17.02.2020,17.02.2020,24.11.2020,[],['tim'],[],"['www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-von-heute--bankueberfall-in-mailand---taeter-sind-auf-der-flucht-9476494.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-heute--islands-regierungschefin-von-erdbeben-ueberrascht-9458894.html', 'www.stern.dehttps://www.stern.de/panorama/gesellschaft/sachsen-als-hochburg-des-rechtsextremismus--das-sagen-forscher-9455160.html', 'www.stern.dehttps://www.stern.de/politik/die-morgenlage--soeder-sagt-aus-fuer-beherbergungsverbot-vorher-9454684.html', 'www.stern.dehttps://www.stern.de/panorama/gesellschaft/-meinestimmegegenhass--initiative-erinnert-an-opfer-rechter-gewalt-9443786.html']","""Bürgerkriegsähnliche Zustände"": Mutmaßliche Terrorzelle plante offenbar Anschläge auf Moscheen",de,5141,2,False
stern,https://www.stern.de/panorama/lybien--familie-von-umgebrachtem-schleuser-soll-30-migranten-getoetet-haben-9283156.html,"['flüchtl', 'einwander', 'migrant']",30.05.2020,30.05.2020,23.11.2020,[],['kra'],[],"['www.stern.dehttps://www.stern.de/politik/deutschland/angela-merkel--15-jahre-kanzlerin---aussergewoehnliche-momente-im-video-9500118.html', 'www.stern.dehttps://www.stern.de/politik/ausland/joe-biden-will-vom-ersten-tag-an-trumps-politik-rueckgaengig-machen-9492758.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-am-wochenende--hunderte-festnahmen-in-belarus-bei-protesten-gegen-lukaschenko-9491400.html', 'www.stern.dehttps://www.stern.de/panorama/kanaren--tausende-fluechtlinge-kampieren-auf-den-inseln-9487790.html', 'www.stern.dehttps://www.stern.de/politik/ausland/phaenomen-trump--warum-ihn-immer-noch-so-viele-amerikaner-unterstuetzen-9459502.html']",Aus Rache: Familie von umgebrachtem Schleuser soll 30 Migranten getötet haben,de,2620,1,False
stern,https://www.stern.de/politik/brexit--ex-schatzkanzler-george-osborne-spricht-im-stern-ueber-die-folgen-8628972.html,"['immigration', 'migration']",20.03.2019,20.03.2019,26.11.2020,['Michael Streck'],[],[],"['www.stern.dehttps://www.stern.de/politik/ausland/grossbritannien--nigel-farage-macht-brexit-partei-zu-anti-lockdown-partei-9476044.html', 'www.stern.dehttps://www.stern.de/politik/ausland/irland-verhaengt-zweiten-corona-lockdown-als-erstes-land-in-der-eu-9459208.html', 'www.stern.dehttps://www.stern.de/politik/ausland/brexit--boris-johnson-macht-sich-bereit-fuer-einen-no-deal-9455622.html', 'www.stern.dehttps://www.stern.de/politik/ausland/brexit--boris-johnsons-umstrittenes-gesetz-nimmt-erste-huerde-9415804.html', 'www.stern.dehttps://www.stern.de/politik/ausland/brexit-verhandlungen--boris-johnson-sorgt-fuer-kopfschuetteln-in-bruessel-9407712.html']","Britischer Ex-Schatzkanzler Osborne: ""Wir werden damit noch viele, viele Jahre zu kämpfen haben""",de,2924,2,False
stern,https://www.stern.de/panorama/weltgeschehen/lesbos--schwangere-zuendet-sich-in-fluechtlingslager-selbst-an-30393730.html,"['flüchtl', 'migration', 'asyl', 'migrant']",25.02.2021,25.02.2021,11.01.2022,[],"['km', 'AFP']",[],[],Tragisches Missverständnis: Schwangere zündet sich in griechischem Flüchtlingslager selbst an,de,1540,1,False
stern,https://www.stern.de/panorama/goma-in-panik--warum-nach-dem-vulkanausbruch-eine-noch-viel-groessere-katastrophe-droht-30546902.html,"['flüchtl', 'geflücht']",28.05.2021,03.09.2021,12.01.2022,['Marc Goergen'],[],[],[],Panik in Goma: Warum nach dem Vulkanausbruch eine noch viel größere Katastrophe droht,de,4351,2,False
stern,https://www.stern.de/politik/ausland/belarus--das-sind-die-gemeinsamkeiten-und-unterschiede-zu-2015-30928056.html,"['flüchtl', 'migration', 'asyl', 'migrant']",16.11.2021,16.11.2021,11.01.2022,[],"['tkr', 'Michel Winde', 'Martina Herzog', 'DPA']",[],[],Warum die Situation in Belarus nicht mit 2015 vergleichbar ist,de,7028,6,False
stern,https://www.stern.de/politik/seenotrettung-im-mittelmeer---die-eu-mitgliedsstaaten-haben-die-menschen-sterben-lassen--30569898.html,"['flüchtl', 'migration', 'asyl']",14.06.2021,15.06.2021,10.01.2022,['Rebecca Baden'],[],[],[],"""Die europäische Lösung hat zu über 20.000 Toten im Mittelmeer geführt""",de,8727,0,False
stern,https://www.stern.de/politik/ausland/fluechtlingslager-auf-lesbos--die-geschichte-von-guelara---und-der-kaelte-europas-8592830.html,"['flüchtl', 'asyl']",04.03.2019,04.03.2019,26.11.2020,[],"['<br', '>']",[],"['www.stern.dehttps://www.stern.de/panorama/weltgeschehen/feuer-nahe-fluechtlingslager-auf-griechischer-insel-samos---13-festnahmen-9418298.html', 'www.stern.dehttps://www.stern.de/politik/ausland/so-stehen-andere-eu-laender-zur-aufnahme-von-migranten-aus-moria-9415824.html', 'www.stern.dehttps://www.stern.de/wirtschaft/news/lesbos--hungrige-fluechtlinge-kampieren-vor-lidl-filiale-9414742.html', 'www.stern.dehttps://www.stern.de/politik/ausland/news-im-video--moria-nach-dem-brand---so-erlebt-unser-reporter-lesbos-9413286.html', 'www.stern.dehttps://www.stern.de/digital/webvideo/fake-or-no-fake/fakenews-im-faktencheck--fluechtling-macht-selfie-vor-moria-feuer-9412732.html']",Das ist Gülara. Er will rein nach Europa. Aber niemand macht ihm auf,de,10538,6,False
stern,https://www.stern.de/politik/ausland/donald-trump-empoert-mit-rassismus-und-die-republikaner-schweigen---das-ist-der-grund-8799996.html,['einwander'],15.07.2019,17.12.2019,24.11.2020,['Marc Drewello'],[],[],"['www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-von-heute--debatte-um-infektionsschutzgesetz-im-bundestag-9495786.html', 'www.stern.dehttps://www.stern.de/wirtschaft/die-boss/podcast--die-boss---soziologin-jutta-allmendinger-ueber-die-zukunft-der-usa---das-land-verfaellt--9493690.html', 'www.stern.dehttps://www.stern.de/politik/ausland/donald-trump-feuert-behoerdenchef--weil-der-nicht-an-der-wahl-zweifelt-9496186.html', 'www.stern.dehttps://www.stern.de/politik/-house-of-cards--und-die-us-wahl--gemeinsamkeiten-zwischen-trump-und-underwood-9493866.html', 'www.stern.dehttps://www.stern.de/politik/ausland/trump-will-us-truppen-aus-afghanistan-und-dem-irak-abziehen--video--9496042.html']",Trump empört mit rassistischen Tweets und die Republikaner-Führung schweigt,de,9732,3,False
stern,https://www.stern.de/panorama/verschwoerungsglaeubige-oder-neonazis---wie-redet-man-mit-menschen--die-nur-ihre-wahrheit-kennen--9398770.html,"['ausländer', 'geflücht']",01.09.2020,16.11.2020,24.11.2020,[],"['Erschienen in stern 37', '2020']",[],"['www.stern.dehttps://www.stern.de/gesundheit/schweiz--dramatische-corona-lage---doch-die-regierung-gibt-sich-gelassen-9501624.html', 'www.stern.dehttps://www.stern.de/gesundheit/coronavirus-news--kretschmann-will-weihnachtsferien-verlaengern-9501172.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-heute---wie-bitte----moderator-geert-mueller-gerbes-ist-tot-9501178.html', 'www.stern.dehttps://www.stern.de/gesundheit/corona-impfstoff-umfrage--wuerden-sie-sich-gegen-das-virus-impfen-lassen--9501616.html', 'www.stern.dehttps://www.stern.de/gesundheit/virologe-anthony-fauci-beruhigt-kinder--der-weihnachtsmann-ist-immun-9501838.html']","Verschwörungsgläubige, Neonazis, Esoteriker – so reden Sie mit Menschen, die nur ihre eigene Wahrheit kennen",de,20574,6,False
stern,https://www.stern.de/panorama/stern-crime/kriminelle-grossfamilien--wo-in-deutschland-die-clans-herrschen-8795858.html,"['flüchtl', 'einwander']",02.01.2020,14.04.2020,24.11.2020,['Annette Berger'],[],[],"['www.stern.dehttps://www.stern.de/panorama/stern-crime/nach-juwelen-diebstahl-in-dresden--spezialkraefte-nehmen-clan-mitglieder-fest-9495112.html', 'www.stern.dehttps://www.stern.de/panorama/stern-crime/diebstahl-aus-gruenem-gewoelbe--drei-verdaechtige-in-berlin-festgenommen-9494564.html', 'www.stern.dehttps://www.stern.de/familie/kinder/14-soehne-spaeter--paerchen-aus-michigan-bekommt-erste-tochter--9484878.html']",Kriminelle Großfamilien: Wo in Deutschland welche Clans das Sagen haben,de,10068,5,False
stern,https://www.stern.de/lifestyle/leute/kommentar-zum-superbowl--von-wegen--nur-mittelmass----diese-halbzeitshow-war-ein-feuerwerk-9120228.html,['einwander'],03.02.2020,04.02.2020,23.11.2020,['Miriam Khan'],[],[],"['www.stern.dehttps://www.stern.de/politik/trump-vs--biden--us-wahl-2020-generiert-wetteinsaetze-in-milliardenhoehe-9475982.html', 'www.stern.dehttps://www.stern.de/sport/nfl--chiefs-profi-laesst-saison-sausen-und-verzichtet-auf-millionen-9351104.html', 'www.stern.dehttps://www.stern.de/politik/ausland/michael-bloomberg-rollt-feld-der-demokraten-auf---kritisiert-von-donald-trump-9147528.html', 'www.stern.dehttps://www.stern.de/kultur/jennifer-lopez-spricht-bei-jimmy-fallon-ueber-ihren-superbowl-auftritt-9129030.html', 'www.stern.dehttps://www.stern.de/sport/-pornografische-halbzeitshow---christ-will-nfl-auf-867-billionen-dollar-verklagen-9128104.html']","Von wegen ""nur Mittelmaß"": Diese Halbzeitshow war ein Feuerwerk",de,4798,4,False
stern,https://www.stern.de/politik/ausland/donald-trumps-mexiko-mauer--gebaut-wird-bis-zum-schluss--9510666.html,"['migration', 'migrant']",29.11.2020,29.11.2020,13.01.2022,['Daniel Bakir'],[],[],[],Donald Trumps Mexiko-Mauer: Gebaut wird bis zum Schluss,de,4041,2,False
stern,https://www.stern.de/politik/ausland/lesbos---eine-insel-jenseits-jeglicher-normalitaet-9169924.html,"['flüchtl', 'asyl', 'migrant']",04.03.2020,04.03.2020,25.11.2020,[],"['tis', 'Takis Tsafos', 'DPA']",[],"['www.stern.dehttps://www.stern.de/panorama/weltgeschehen/news-des-tages--russland-attackiert-maas-nach-un-rede-9434076.html', 'www.stern.dehttps://www.stern.de/kultur/tv/joko-und-klaas-schicken-ein-schwein-gegen-rtl-ins-rennen-9427290.html', 'www.stern.dehttps://www.stern.de/kultur/tv/joko-und-klaas-zeigen-bilder-aus-moria---15-minuten--die-aufruetteln-9418668.html', 'www.stern.dehttps://www.stern.de/kultur/tv/joko-und-klaas-klagen-mit--short-story-of-moria--europa-an-9418514.html', 'www.stern.dehttps://www.stern.de/panorama/weltgeschehen/feuer-nahe-fluechtlingslager-auf-griechischer-insel-samos---13-festnahmen-9418298.html']",Eine Insel im Ausnahmezustand: Auf Lesbos herrschen Angst und Chaos,de,5429,4,False
stern,https://www.stern.de/politik/ausland/el-paso-und-dayton--so-kommentieren-internationale-medien-die-bluttaten--8833066.html,"['einwander', 'ausländer', 'migration']",05.08.2019,05.08.2019,24.11.2020,[],"['ivi', '<br', '>']",[],"['www.stern.dehttps://www.stern.de/gesundheit/corona-hotspot-el-paso---ich-habe-ueberlebt--doch-immer-noch-angst-um-meine-mitmenschen--9499616.html', 'www.stern.dehttps://www.stern.de/panorama/gefaengnis-in-texas--haeftlinge-transportieren-coronatote-9494760.html', 'www.stern.dehttps://www.stern.de/panorama/stern-crime/usa--schuesse-an-high-school---zwei-tote--verdaechtiger-gefasst-9002674.html', 'www.stern.dehttps://www.stern.de/politik/deutschland/rechter-terror--experte-spricht-ueber-ursachen-und-gegenmassnahmen-8989036.html', 'www.stern.dehttps://www.stern.de/politik/beto-o-rourke-fuer-rueckkauf-von-sturmgewehren----meine-ar-15-ist-bereit-fuer-dich---8902700.html']","""Vielleicht hat Amerikas Albtraum gerade erst begonnen""",de,6840,8,False
