news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,recommendations,title,language,article_length,number_subheaders,forbidden_pattern
tagesschau,https://www.tagesschau.de/ausland/europa/oesterreich-schallenberg-portraet-101.html,['migration'],12.10.2021,12.10.2021,11.01.2022,['Srdjan Govedarica'],['ARD-Studio Wie'],"['Österreich', 'Schallenberg']","['https://www.tagesschau.de/ausland/europa/oesterreich-ruecktritt-sebastian-kurz-101.html', 'https://www.tagesschau.de/ausland/europa/kurz-oevp-oesterreich-107.html', 'https://www.tagesschau.de/inland/messenger-113.html']",Österreichs neuer Kanzler: Wer ist Alexander Schallenberg?,de,3659,4,False
tagesschau,https://www.tagesschau.de/ausland/oceanviking-107.html,"['migrant', 'migration', 'flüchtl']",14.09.2019,25.11.2019,25.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/ocean-viking-119.html', 'https://www.tagesschau.de/ausland/ocean-viking-111.html', 'https://www.tagesschau.de/ausland/rettungsschiff-open-arms-105.html']","""Ocean Viking"": Migranten dürfen in Italien an Land",de,1932,2,False
tagesschau,https://www.tagesschau.de/inland/asylreform-reaktionen-101.html,"['geflücht', 'migrant', 'asyl', 'flüchtl', 'migration']",24.09.2020,24.09.2020,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/moria-neues-lager-101.html', 'https://www.tagesschau.de/ausland/lesbos-fluechtlingslager-109.html', 'https://www.tagesschau.de/ausland/moria-211.html']",Städte- und Gemeindebund lobt Vorschläge der EU für Asylreform,de,3191,2,False
tagesschau,https://www.tagesschau.de/ausland/europa/grossbritannien-migration-aermelkanal-101.html,"['migrant', 'flüchtl', 'zuwander', 'refug', 'migration', 'geflücht']",22.07.2021,24.11.2021,10.01.2022,['Christoph Prössl'],['ARD-Studio Lond'],"['Großbritannien', 'Migration', 'Ärmelkanal', 'Flucht']",['https://www.tagesschau.de/ausland/fluechtlinge-aermelkanal-105.html'],Migration über Ärmelkanal: Britische Regierung verschärft Gesetze,de,3161,2,False
tagesschau,https://www.tagesschau.de/ausland/assange-chronologie-101.html,['asyl'],11.04.2019,07.09.2020,24.11.2020,['Jens-Peter Marquardt'],['ARD-Studio London'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']",[],Assange in London - eine Chronologie,de,3124,0,False
tagesschau,https://www.tagesschau.de/ausland/europa/eu-aussenminister-treffen-101.html,"['migrant', 'flüchtl', 'migration']",18.10.2021,19.10.2021,10.01.2022,['Stephan Ueberbach'],['ARD-Studio Brüssel'],"['EU-Außenminister', 'Belarus', 'Lukaschenko']","['https://www.tagesschau.de/ausland/europa/polen-belarus-grenze-103.html', 'https://www.tagesschau.de/ausland/europa/polen-grenze-belarus-migranten-101.html', 'https://www.tagesschau.de/ausland/europa/belarus-polen-107.html', 'https://www.tagesschau.de/ausland/europa/polen-belarus-grenze-notstand-101.html']",Flüchtlingspolitik: EU erhöht Druck auf Belarus,de,3164,2,False
tagesschau,https://www.tagesschau.de/ausland/merkel-westafrika-103.html,"['migrant', 'migration', 'flüchtl']",01.05.2019,08.06.2020,24.11.2020,"['Angela Ulrich', 'Ariane Reimers']",['ARD-Hauptstadtstudio'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/merkel-mali-afrika-101.html', 'https://www.tagesschau.de/ausland/merkel-afrika-103.html', 'https://www.tagesschau.de/inland/ghana-merkel-101.html']",Drei Länder in drei Tagen: Merkels Afrika-Mission,de,4896,4,False
tagesschau,https://www.tagesschau.de/ausland/macron-gelbwesten-dialog-101.html,"['einwander', 'asyl']",14.01.2019,16.07.2020,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']",[],"Gelbwesten-Proteste: Macron ruft zu ""Bürgerdialog"" auf",de,1730,1,False
tagesschau,https://www.tagesschau.de/inland/fluechtlinge-deutschland-171.html,"['migrant', 'flüchtl']",07.04.2020,08.04.2020,23.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/fluechtlinge-eu-139.html', 'https://www.tagesschau.de/ausland/corona-fluechtlingslager-101.html', 'https://www.tagesschau.de/ausland/griechenland-gutachten-wissenschaftlicher-dienst-101.html', 'https://www.tagesschau.de/ausland/moria-coronavirus-eu-101.html', 'https://www.tagesschau.de/inland/fluechtlinge-2185.html']",Deutschland lässt 50 minderjährige Flüchtlinge einreisen,de,2903,2,False
tagesschau,https://www.tagesschau.de/inland/cdu-linnemann-schule-sprache-101.html,"['migration', 'flüchtl']",07.08.2019,07.08.2019,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/inland/interview-gefluechtete-101.html', 'https://www.tagesschau.de/inland/integration-schule-101.html', 'https://www.tagesschau.de/inland/interview-gefluechtete-101.html', 'https://www.tagesschau.de/inland/integration-schule-101.html']","Linnemann: Schule nur für Kinder, die Deutsch sprechen",de,4344,4,False
tagesschau,https://www.tagesschau.de/ausland/eu-asylpolitik-geld-101.html,"['migrant', 'migration', 'asyl', 'flüchtl']",23.09.2020,23.09.2020,25.11.2020,['Jakob Mayr'],['ARD-Studio Brüssel'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/inland/faq-dublin-101.html', 'https://www.tagesschau.de/ausland/migrationsforschung-flucht-interview-101.html', 'https://www.tagesschau.de/ausland/griechenland-fluechtlinge-247.html']",EU-Asylpolitik: Woran es fehlt - trotz Geld und Helfern,de,5936,4,False
tagesschau,https://www.tagesschau.de/ausland/seenotrettung-verteilung-fluechtlinge-103.html,"['migrant', 'migration', 'asyl', 'flüchtl']",22.07.2019,10.10.2019,25.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/seenotrettung-123.html', 'https://www.tagesschau.de/ausland/fluechtlinge-mittelmeer-265.html', 'https://www.tagesschau.de/ausland/seenotrettung-fluechtlinge-101.html', 'https://www.tagesschau.de/ausland/interview-sea-watch-101.html']",Migration und Seenotrettung: Wie stellt die EU sich auf?,de,5733,5,False
tagesschau,https://www.tagesschau.de/inland/innenpolitik/merkel-afrikapolitik-101.html,"['migrant', 'flüchtl']",27.08.2021,27.08.2021,11.01.2022,['Klaus Weidmann'],['ARD-Hauptstadtstudi'],"['Merkel', 'Compact with Africa']",[],Was von Merkels Afrikapolitik bleibt,de,6003,5,False
tagesschau,https://www.tagesschau.de/ausland/amerika/weltbank-klimawandel-103.html,"['migrant', 'migration']",13.09.2021,13.09.2021,10.01.2022,[],[],"['Weltbank', 'Klimawandel', 'Migration']","['https://www.tagesschau.de/inland/umwelthilfe-duh-klima-klage-101.html', 'https://www.tagesschau.de/ausland/amerika/biden-ida-107.html', 'https://www.tagesschau.de/ausland/europa/copernicus-rekordsommer-101.html', 'https://www.tagesschau.de/inland/studie-starkregen-101.html']",Bericht der Weltbank: 200 Millionen Klimaflüchtlinge bis 2050 möglich,de,3107,2,False
tagesschau,https://www.tagesschau.de/inland/anwalt-deutsche-botschaft-tuerkei-101.html,['asyl'],25.11.2019,27.11.2019,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/anwalt-tuerkei-103.html', 'https://www.tagesschau.de/investigativ/ndr-wdr/anwalt-botschaft-ankara-101.html', 'https://www.tagesschau.de/investigativ/anwalt-tuerkei-101.html']",Regierung stoppt Zusammenarbeit mit Anwälten in Türkei,de,1658,1,False
tagesschau,https://www.tagesschau.de/inland/merkel-wir-schaffen-das-101.html,"['flüchtl', 'refug', 'asyl']",04.09.2021,04.09.2021,11.01.2022,['Julian Heißler'],['tagesschau.de'],"['Merkel', 'Wir schaffen das']",['https://www.tagesschau.de/inland/gabriel-sommerinterview-107.html'],"Ein Jahr ""Wir schaffen das"": Merkels drei große kleine Worte",de,6725,5,False
tagesschau,https://www.tagesschau.de/ausland/europa/belarus-grenze-litauen-migranten-101.html,"['migrant', 'flüchtl', 'migration', 'asyl']",09.07.2021,06.09.2021,10.01.2022,[],[],"['Litauen', 'Belarus', 'Flüchtlinge']",[],Litauen beginnt mit Bau von Zaun an Grenze zu Belarus,de,2933,1,False
tagesschau,https://www.tagesschau.de/ausland/europa/belarus-polen-lukaschenko-101.html,"['migrant', 'flüchtl', 'geflücht', 'asyl']",16.11.2021,16.11.2021,10.01.2022,[],[],"['Belarus', 'Polen', 'Flüchtlinge', 'Lukaschenko']","['https://www.tagesschau.de/ausland/europa/migration-polen-belarus-eu-101.html', 'https://www.tagesschau.de/ausland/europa/bas-belarus-migranten-103.html', 'https://www.tagesschau.de/ausland/europa/belarus-polen-migranten-107.html']",Belarus: Ein politisches Ringen in aufgeheizter Lage,de,5608,5,False
tagesschau,https://www.tagesschau.de/ausland/asien/russland-zentralasien-afghanistan-103.html,['flüchtl'],31.08.2021,31.08.2021,10.01.2022,"['Stephan Laack', 'ARD-Studio Moskau']",['zurzeit Köl'],"['Russland', 'Afghanistan', 'Taliban']","['https://www.tagesschau.de/faktenfinder/afghanistan-fluechtlinge-russland-101.html', 'https://www.tagesschau.de/ausland/asien/usbekistan-taschkent-luftbruecke-101.html', 'https://www.tagesschau.de/ausland/asien/zentralasien-taliban-101.html', 'https://www.tagesschau.de/ausland/asien/tadschikistan-militaeruebung-101.html', 'https://www.tagesschau.de/ausland/afghanistan/tadschikistan-taliban-101.html']","Russland, Zentralasien und Afghanistan: ""Wir haben unsere Lektion gelernt""",de,3962,2,False
tagesschau,https://www.tagesschau.de/ausland/seenotrettung-123.html,"['migrant', 'migration', 'flüchtl']",09.07.2019,10.10.2019,25.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/kurdi-105.html', 'https://www.tagesschau.de/ausland/fluechtlinge-mittelmeer-265.html']",EU fordert Verteilungsregeln für Flüchtlinge,de,4948,4,False
tagesschau,https://www.tagesschau.de/ausland/europa/frankreich-aermelkanal-fluechtlinge-unglueck-103.html,"['migrant', 'flüchtl']",25.11.2021,09.12.2021,10.01.2022,[],[],"['Ärmelkanal', 'Flüchtlinge', 'Bootsunglück', 'Schleuser']","['https://www.tagesschau.de/ausland/migranten-aermelkanal-105.html', 'https://www.tagesschau.de/ausland/europa/frontex-migranten-einsatz-101.html', 'https://www.tagesschau.de/ausland/europa/grossbritannien-migration-aermelkanal-101.html']",Nach Bootsunglück im Ärmelkanel: Harter Kurs gegen Schleuser vereinbart,de,3228,2,False
tagesschau,https://www.tagesschau.de/ausland/ocean-viking-119.html,['migrant'],10.09.2019,25.11.2019,25.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/ocean-viking-111.html', 'https://www.tagesschau.de/ausland/ocean-viking-111.html', 'https://www.tagesschau.de/ausland/rettungsschiff-open-arms-105.html']","Rettungsschiff ""Ocean Viking"" nimmt 34 Migranten auf",de,1667,2,False
tagesschau,https://www.tagesschau.de/ausland/orban-evp-107.html,"['migration', 'flüchtl']",20.03.2019,14.05.2019,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/orban-evp-105.html', 'https://www.tagesschau.de/ausland/ungarn-orban-evp-101.html', 'https://www.tagesschau.de/ausland/orban-249.html', 'https://www.tagesschau.de/ausland/orban-fidesz-103.html', 'https://www.tagesschau.de/ausland/orban-evp-105.html']",Union will EVP-Mitgliedschaft von Orbans Fidesz-Partei einfrieren,de,4543,4,False
tagesschau,https://www.tagesschau.de/inland/urteil-abschiebung-fluechtling-101.html,"['migrant', 'asyl', 'flüchtl']",14.08.2019,25.11.2019,24.11.2020,['Michael Stempfle'],['ARD-Hauptstadtstudio'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']",[],Deutschland muss Geflüchteten aus Griechenland zurückholen,de,5254,4,False
tagesschau,https://www.tagesschau.de/ausland/europa/belarus-polen-101.html,"['migrant', 'flüchtl']",23.08.2021,20.09.2021,10.01.2022,[],[],"['Belarus', 'Polen', 'Migration', 'Grenzzaun']","['https://www.tagesschau.de/ausland/europa/lettland-belarus-101.html', 'https://www.tagesschau.de/ausland/europa/belarus-migranten-101.html', 'https://www.tagesschau.de/ausland/europa/litauen-belarus-fluechtlinge-101.html', 'https://www.tagesschau.de/ausland/europa/belarus-grenze-litauen-migranten-101.html']",Illegale Migration: Polen will Zaun an Grenze zu Belarus bauen,de,2654,3,False
tagesschau,https://www.tagesschau.de/ausland/frontex-illegale-einreisen-eu-101.html,"['migrant', 'flüchtl']",04.01.2019,07.03.2019,25.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/juncker-433.html', 'https://www.tagesschau.de/ausland/frontex-spanien-101.html']",EU-Zahlen: Illegale Einreisen auf Fünf-Jahres-Tief,de,1950,1,False
tagesschau,https://www.tagesschau.de/ausland/europa/eu-polen-belarus-streit-101.html,"['migrant', 'flüchtl']",12.11.2021,15.11.2021,10.01.2022,[],[],"['Belarus', 'Polen', 'Grenze', 'Flüchtlinge']","['https://www.tagesschau.de/ausland/polen-belarus-133.html', 'https://www.tagesschau.de/ausland/europa/belarus-migrationspolitik-lukaschenko-101.html']",Flüchtlingsstreit mit der EU: Belarus trainiert mit russischen Truppen,de,2923,2,False
tagesschau,https://www.tagesschau.de/ausland/eu-gipfel-ergebnis-101.html,"['migrant', 'migration']",22.10.2021,22.10.2021,11.01.2022,['Stephan Ueberbach'],['ARD-Studio Brüssel'],"['EU-Gipfel', 'Migration', 'Belarus', 'Polen', 'Energiepreise']","['https://www.tagesschau.de/ausland/europa/polen-belarus-pushbacks-101.html', 'https://www.tagesschau.de/ausland/europa/polen-belarus-123.html', 'https://www.tagesschau.de/ausland/merkel-eu-gipfel-137.html', 'https://www.tagesschau.de/ausland/europa/eu-gipfel-535.html', 'https://www.tagesschau.de/ausland/eu-gipfel-polen-103.html']",Gipfel in Brüssel: EU uneins - bei fast allem,de,3503,3,False
tagesschau,https://www.tagesschau.de/inland/btw21/junge-kandidierende-101.html,"['migrant', 'migration']",21.09.2021,19.11.2021,11.01.2022,['Jan Koch'],['WDR'],"['btw21', 'Bundestagswahl', 'Bundestagswahl21']","['https://www.tagesschau.de/inland/btw21/programmvergleich/', 'https://www.tagesschau.de/inland/btw21/kleine_parteien/', 'https://www.tagesschau.de/inland/btw21/wahllexikon/', 'https://www.tagesschau.de/inland/btw21/', 'https://www.tagesschau.de/inland/btw21/leichtesprache/']","Bundestagswahl: Jung, politisch, in den Bundestag?",de,16226,6,False
tagesschau,https://www.tagesschau.de/inland/innenpolitik/merkel-coronakrise-bilanz-101.html,['flüchtl'],02.12.2021,02.12.2021,11.01.2022,['Corinna Emundts'],['tagesschau.de'],"['Merkel', 'Coronakrise', 'Coronavirus']","['https://www.tagesschau.de/kommentar/zapfenstreich-merkel-103.html', 'https://www.tagesschau.de/inland/btw21/merkel-bilanz-103.html', 'https://www.tagesschau.de/inland/interview-neugebauer-101.html', 'https://www.tagesschau.de/inland/innenpolitik/corona-regierungserklaerung-merkel-107.html', 'https://www.tagesschau.de/inland/innenpolitik/analyse-merkel-bundespressekonferenz-101.html']",Wie die Corona-Krise Merkels Kanzlerschaft prägt,de,5932,4,False
tagesschau,https://www.tagesschau.de/ausland/europa/merkel-polen-warschau-besuch-101.html,"['migrant', 'flüchtl', 'migration']",11.09.2021,20.09.2021,11.01.2022,[],[],"['Merkel', 'Polen', 'Warschau']","['https://www.tagesschau.de/ausland/polen-belarus-103.html', 'https://www.tagesschau.de/ausland/europa/merkel-nord-stream-2-101.html', 'https://www.tagesschau.de/ausland/europa/polen-belarus-119.html', 'https://www.tagesschau.de/ausland/europa/eu-drohung-polen-justizreform-101.html']",Kanzlerin Merkel in Polen: Versöhnliche Töne in Warschau,de,2778,3,False
tagesschau,https://www.tagesschau.de/ausland/europa/belarus-polen-115.html,"['migrant', 'flüchtl', 'migration']",12.11.2021,12.11.2021,10.01.2022,[],[],"['Belarus', 'Polen', 'Migration', 'UNHCR', 'Flüchtlinge in Europa']","['https://www.tagesschau.de/ausland/europa/belarus-polen-migranten-103.html', 'https://www.tagesschau.de/inland/belarus-ampel-parteien-101.html', 'https://www.tagesschau.de/ausland/europa/belarus-polen-migranten-105.html', 'https://www.tagesschau.de/inland/innenpolitik/afd-migration-101.html', 'https://www.tagesschau.de/ausland/polen-belarus-133.html']",Nach EU-Sanktionsdrohung: Türkei schränkt Flüge nach Belarus ein,de,5370,4,False
tagesschau,https://www.tagesschau.de/ausland/asien/irak-vertriebene-101.html,"['flüchtl', 'migration', 'refug']",09.05.2021,29.11.2021,10.01.2022,['Simon Riesche'],['ARD-Studio Kair'],"['Irak', 'Islamischer Staat']","['https://www.tagesschau.de/ausland/irak-nadschaf-papst-sistani-101.html', 'https://www.tagesschau.de/ausland/asien/syrien-irak-is-101.html', 'https://www.tagesschau.de/ausland/asien/bagdad-anschlag-119.html']","Binnenvertriebene im Irak: ""Zu Hause halten sie uns für Terroristen""",de,5079,3,False
tagesschau,https://www.tagesschau.de/ausland/italien-regierung-139.html,"['migrant', 'migration', 'flüchtl']",05.09.2019,26.12.2019,24.11.2020,['\xa0Tilmann Kleinjung'],['ARD-Studio Rom'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']",['https://www.tagesschau.de/ausland/italien-regierung-137.html'],Wie stabil ist Italiens neue Regierung?,de,4496,6,False
tagesschau,https://www.tagesschau.de/inland/demos-fluechtlinge-103.html,"['migrant', 'asyl', 'flüchtl']",07.03.2020,13.06.2020,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/fluechtlinge-tuerkei-139.html', 'https://www.tagesschau.de/ausland/griechisch-tuerkische-grenze-107.html', 'https://www.tagesschau.de/ausland/griechisch-tuerkische-grenze-105.html', 'https://www.tagesschau.de/ausland/griechisch-tuerkische-grenze-103.html', 'https://www.tagesschau.de/ausland/griechisch-tuerkische-grenze-101.html']",Tausende demonstrieren für Aufnahme von Flüchtlingen,de,2085,1,False
tagesschau,https://www.tagesschau.de/kommentar/kommentar-eu-101.html,"['migrant', 'flüchtl', 'migration', 'asyl']",31.08.2021,01.09.2021,10.01.2022,['Ein Kommentar von Matthias Reiche'],['ARD-Studio Brüssel'],"['EU-Innenminister', 'Afghanistan', 'Flüchtlinge']",[],Kommentar zu Afghanistan: Europas Türen bleiben zu,de,3495,3,False
tagesschau,https://www.tagesschau.de/ausland/kanada-akademie-kolonie-101.html,"['einwander', 'zuwander', 'refug']",26.07.2020,27.07.2020,24.11.2020,['Antje Passenheim'],['ARD-Studio New York'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/faktenfinder/verschwoerungsmythen-popkultur-101.html', 'https://www.tagesschau.de/faktenfinder/verschwoerungsmythen-popkultur-117.html', 'https://www.tagesschau.de/investigativ/ndr-wdr/verschwoerungsmythologen-verfassungsschutz-101.html', 'https://www.tagesschau.de/investigativ/zapp/verschwoerungserzaehlungen-umfrage-101.html', 'https://www.tagesschau.de/faktenfinder/bevoelkerungsaustausch-strache-101.html']",Kanada: Einwohner entsetzt über rechte Kolonie,de,4179,4,False
tagesschau,https://www.tagesschau.de/ausland/europa/frankreich-aermelkanal-fluechtlinge-unglueck-101.html,"['migrant', 'flüchtl']",25.11.2021,28.11.2021,10.01.2022,[],[],"['Ärmelkanal', 'Flüchtlinge', 'Bootsunglück']","['https://www.tagesschau.de/ausland/migranten-aermelkanal-105.html', 'https://www.tagesschau.de/ausland/europa/frontex-migranten-einsatz-101.html', 'https://www.tagesschau.de/ausland/europa/grossbritannien-migration-aermelkanal-101.html']",Tote Migranten bei Bootsunglück im Ärmelkanal,de,5334,4,False
tagesschau,https://www.tagesschau.de/ausland/maas-tuerkei-griechenland-fluechtlinge-101.html,"['migrant', 'migration', 'flüchtl']",09.03.2020,13.06.2020,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/fluechtlinge-tuerkei-139.html', 'https://www.tagesschau.de/ausland/griechisch-tuerkische-grenze-107.html']","Außenminister Maas: ""Türkei muss Vereinbarungen einhalten""",de,1872,2,False
tagesschau,https://www.tagesschau.de/ausland/brand-moria-111.html,"['migrant', 'geflücht', 'migration', 'flüchtl']",10.09.2020,21.09.2020,24.11.2020,[],['tagesschau'],"['Nachrichten,Inland', 'Ausland', 'Wirtschaft', 'Sport', 'Kultur Reportage', 'Bericht', 'News', 'Tagesthemen', 'Aktuell', 'Neu', 'Neuigkeiten', 'Hintergrund', 'Hintergrund', 'Information', 'Politik', 'Innenpolitik', 'Aussenpolitik', 'Video', 'Audio']","['https://www.tagesschau.de/ausland/moria-brand-reaktionen-101.html', 'https://www.tagesschau.de/ausland/brand-moria-107.html', 'https://www.tagesschau.de/inland/moria-brand-reaktionen-deutschland-101.html', 'https://www.tagesschau.de/ausland/moria-brand-103.html', 'https://www.tagesschau.de/ausland/brand-moria-105.html']",Moria: Unbegleitete Minderjährige aufs Festland gebracht,de,2567,2,False
tagesschau,https://www.tagesschau.de/ausland/maas-afghanistan-121.html,"['migrant', 'flüchtl', 'geflücht']",29.08.2021,30.08.2021,11.01.2022,[],[],"['Afghanistan', 'Türkei', 'Maas']","['https://www.tagesschau.de/ausland/maas-afghanistan-113.html', 'https://www.tagesschau.de/inland/maas-afghanistan-analyse-101.html']",Maas bietet Hilfe beim Wiederaufbau des Flughafens Kabul an,de,4314,4,False
tagesschau,https://www.tagesschau.de/wirtschaft/unternehmen/lieferdienste-bringdienste-arbeitsbedingungen-bezahlung-101.html,"['migrant', 'migration']",29.08.2021,13.09.2021,11.01.2022,"['Till Bücker', 'tagesschau.de', 'und Bibiana Barth']",['ARD-Börsenredakti'],"['Lieferdienste', 'Bringdienste', 'Arbeitsbedigungen', 'Bezahlung', 'Kurierdienst', 'Fahrer']","['https://www.tagesschau.de/wirtschaft/unternehmen/lieferdienste-flink-rewe-partnerschaft-101.html', 'https://www.tagesschau.de/investigativ/ndr/lieferservice-gorillas-kundendaten-101.html', 'https://www.tagesschau.de/wirtschaft/unternehmen/supermarkt-app-startup-flink-gorillas-101.html', 'https://www.tagesschau.de/wirtschaft/verbraucher/online-suepermaerkte-erobern-die-staedte-101.html', 'https://www.tagesschau.de/wirtschaft/unternehmen/lieferando-wolt-lokale-lieferdienste-konkurrenz-101.html']",Lieferdienste: So verändern sich die Arbeitsbedingungen für Kuriere,de,7747,5,False
